date,Headline,Impact - Raw,Impact - units recalled,Impact - injured or killed,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected,Impact - Qty,Currency Symbol,Impact - Currency,Country,Failure Type,Organization Type,Government Type,Government Department,Industry Area,url,title,Project,Companies,Theme,tags
2010-02-01T07:00:00Z,DoD Cancels Defense Integrated Military Human Resources System After Spending Some $850 Million and 12 years of effort,$850 million,,,,,,,850000000,$,USD,US,Project Failure,Government,National,Defense and Veterans Affairs,,http://articles.dailypress.com/2010-02-21/news/dp-local_milupdate_0222feb22_1_military-personnel-payroll-navy-and-air-force; http://www.dodig.mil/audit/reports/fy10/10-041redacted.pdf,Military Update: Mullen pulls plug on problem-plagued DIMHRS pay program || PDF File,,,project termination/cancellation,"US,Project Failure,Government,National,Defense and Veterans Affairs,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2010-02-01T07:00:00Z,US Government Abandons $13.9 Billion National Polar-orbiting Operational Environmental Satellite System Project,Nearly $6 Billion  spent  with only one limited life NASA satellite being almost ready to launch,,,,,,,6.00E+09,$,USD,US,Project Failure,Government,National,Defense and Veterans Affairs,,http://www.whitehouse.gov/sites/default/files/npoess_decision_fact_sheet_2-1-10.pdf; http://gop.science.house.gov/Media/hearings/oversight10/june29/Powner.pdf,PDF File || PDF File,,,project termination/cancellation,"US,Project Failure,Government,National,Defense and Veterans Affairs,,$,,,,Impact - Raw,Impact - Qty,Impact - Currency"
2010-05-01T07:00:00Z,UK Scraps £4.5 Billion National Identity Register Project,£257 Million Investment wasted,,,,,,,257000000,£,GBP,UK,Project Failure,Government,National,Law Enforcement,,http://www.zdnet.com/article/id-cards-why-they-were-destined-to-fail/,ID cards: Why they were destined to fail,,,project termination/cancellation,"UK,Project Failure,Government,National,Law Enforcement,,£,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2010-12-01T07:00:00Z,UK FiReControl Project Axed after Costs Escalate from £100 Million to £423 Million,£230 Million paid out with nothing to show for it,,,,,,,230000000,£,GBP,UK,Project Failure,Government,National,Law Enforcement,,http://spectrum.ieee.org/riskfactor/computing/it/uk-firecontrol-project-finally-axed,UK FiReControl Project Finally Axed,,,project termination/cancellation,"UK,Project Failure,Government,National,Law Enforcement,,£,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2011-03-01T07:00:00Z,Victoria Police AU$59 Million Link Crime Database Project Canceled After Costs Soar to At Least AU$187 Million,AU$100 Million shortfall discovered in January 2011,,,,,,,100000000,$,AUD,Australia,Project Failure,Government,State/Local,Law Enforcement,,http://www.theage.com.au/victoria/police-database-would-have-cut-crime-20110420-1doxp.html,Police database 'would have cut crime',,,project termination/cancellation,"Australia,Project Failure,Government,State/Local,Law Enforcement,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2011-07-01T07:00:00Z,Chicago's Project Shield Canceled after 8 Years and $45 Million Wasted,Audit report stated their was virtually no project management or oversight,,,,,,,45000000,$,USD,US,Project Failure,Government,State/Local,Law Enforcement,,http://spectrum.ieee.org/riskfactor/computing/it/chicago-project-shields-depressing-post-mortem,Chicago Project Shield's Depressing Post Mortem,,,project termination/cancellation,"US,Project Failure,Government,State/Local,Law Enforcement,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2011-10-01T07:00:00Z,VA’s $608 Million Financial and Logistics Integrated Technology Enterprise Project Canceled,$90.8 Million wasted,,,,,,,90800000,$,USD,US,Project Failure,Government,National,Defense and Veterans Affairs,,http://fcw.com/articles/2010/07/13/va-cancels-flite-program.aspx,FLITE cancellation: VA pulls plug on modernization effort -- FCW,,,project termination/cancellation,"US,Project Failure,Government,National,Defense and Veterans Affairs,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2012-03-01T07:00:00Z,California Cancels Court Case Management System After Spending $556 Million,Another $1.3 Billion needed to finish the system,,,,,,,1300000000,$,USD,US,Project Failure,Government,State/Local,Law Enforcement,,http://www.courts.ca.gov/partners/documents/CCMS-All-Periodicals.pdf,PDF File,,,project termination/cancellation,"US,Project Failure,Government,State/Local,Law Enforcement,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2013-02-01T07:00:00Z,California Cancels $208 Million DMV Modernization IT Project,$134 Million spent after 6 years but lack of real progress,,,,,,,134000000,$,USD,US,Project Failure,Government,State/Local,Transportation,,http://spectrum.ieee.org/riskfactor/computing/it/dj-vu-all-over-again-californias-dmv-it-project-cancelled,Déjà Vu All Over Again: California’s DMV IT Project Cancelled,,,project termination/cancellation,"US,Project Failure,Government,State/Local,Transportation,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2013-04-01T07:00:00Z,UK Surrey Police Siren Criminal Investigation System Canceled,£15 Million investment found not fit for purpose,,,,,,,1.50E+07,£,GBP,UK,Operational Failure,Government,State/Local,Law Enforcement,,http://www.bbc.com/news/uk-27911416,Siren police IT project's £15m failure a 'debacle',,,project termination/cancellation,"UK,Operational Failure,Government,State/Local,Law Enforcement,,£,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2013-05-01T07:00:00Z,BBC Blows £98.4 Million on Failed Digital Media Initiative,BBC admits to poor project management,,,,,,,98400000,£,GBP,UK,Project Failure,Government,National,Commerce and Communications,,http://spectrum.ieee.org/riskfactor/computing/it/bbc-blows-984m-on-digital-media-initiative-project,BBC Blows £98 Million on Digital Media Initiative,,,project termination/cancellation,"UK,Project Failure,Government,National,Commerce and Communications,,£,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2013-06-01T07:00:00Z,Tennessee Cancels $37 Million Vision Integration Platform (VIP) Project,"Project was in 7th year, and had cost $20 Million without producing much of value",,,,,,,2.00E+07,$,USD,US,Project Failure,Government,State/Local,Health and Human Services,,http://archive.wbir.com/rss/article/271940/2/-State-pulls-plug-on-multi-million-dollar-computer-system,State pulls plug on multi-million dollar computer system,,,project termination/cancellation,"US,Project Failure,Government,State/Local,Health and Human Services,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2013-10-01T07:00:00Z,Alaska Public Safety Information Network Database Modernization Quietly Killed After 11 years of Effort And $28 Million,"Modernization of ASPIN, Alaska's criminal information database, was abandoned when it couldn't be made to work properly; details only came to light in February 2015 after newspaper PIO request",,,,,,,2.80E+07,$,USD,US,Project Failure,Government,State/Local,Law Enforcement,,http://www.adn.com/article/20150207/alaska-government-spent-nearly-28-million-botched-database-project,"After 11 years and nearly $28 million, state drops database project",,,project termination/cancellation,"US,Project Failure,Government,State/Local,Law Enforcement,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2014-04-01T07:00:00Z,Victoria Government Finally Kills AU$180 Million Ultra Schools Portal,Original project cost was $AU60 Million; only 4% of schools used system,,,,,,,1.80E+08,$,AUD,Australia,Project Failure,Government,State/Local,Education,,http://www.theage.com.au/victoria/plug-pulled-on-schools-disastrous-ultranet-computer-system-20140419-36xse.html,Plug pulled on schools' disastrous Ultranet computer system,,,project termination/cancellation,"Australia,Project Failure,Government,State/Local,Education,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2014-09-01T07:00:00Z,Netherlands Social Insurance Bank SVB Scraps New €44 Million IT System after Persistent Failures,€44 Million written off,,,,,,,44000000,€,EUR,Netherlands,Project Failure,Government,National,Health and Human Services,,http://www.dutchnews.nl/news/archives/2014/09/social_insurance_bank_scraps_n.php/,Social insurance bank scraps new IT system which cost €44m,,,project termination/cancellation,"Netherlands,Project Failure,Government,National,Health and Human Services,,€,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2015-03-01T07:00:00Z,"Murfreesboro County, Tennessee Pulls Plug on $1 million Court Management System",County spent 2 years trying to modernize old court management system without success. Litigation likely to result.,,,,,,,1.00E+06,$,USD,US,Project Failure,Government,State/Local,Law Enforcement,,http://www.dnj.com/story/news/2015/03/21/million-dollar-glitch/25166703/,County pulls plug on court software system,,,project termination/cancellation,"US,Project Failure,Government,State/Local,Law Enforcement,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2006-07-01T07:00:00Z,North Carolina Cancels New  $171 Million Medicaid Development,$31 Million,,,,,,,31000000,$,USD,US,Project Failure,Government,State/Local,Health and Human Services,,http://gcn.com/articles/2006/07/19/north-carolina-ends-medicaid-pact-with-acs.aspx,North Carolina ends Medicaid pact with ACS -- GCN,,,"project termination/cancellation, health","US,Project Failure,Government,State/Local,Health and Human Services,,$,project termination/cancellation, health,,,Impact - Raw,Impact - Qty,Impact - Currency"
2010-10-01T07:00:00Z,VA's $1.9 billion Health Information Systems and Technology Architecture-Foundations Modernization Project Terminated,"Unknown how much was lost/spent before cancellation, however, the VA planned to spend $385 million 2010 - 2014 on the project, or about $95 million per year. Given the program started in 2006, we could estimate that about $300 Million was spent on the program by the time it was canceled.",,,,,,,300000000,$,USD,US,Project Failure,Government,National,Defense and Veterans Affairs,,http://www.gao.gov/assets/660/656210.txt,TXT File,,,"project termination/cancellation, health","US,Project Failure,Government,National,Defense and Veterans Affairs,,$,project termination/cancellation, health,,,Impact - Raw,Impact - Qty,Impact - Currency"
2011-09-01T07:00:00Z,UK Terminates £12.7 Billion National Electronic Health Record Program,Over £11 Billion thought to be wasted,,,,,,,1.10E+10,£,GBP,UK,Project Failure,Government,National,Health and Human Services,,http://spectrum.ieee.org/riskfactor/computing/it/npfit-dismantled-uk-government-announces-end-of-its-127-billion-national-electronic-health-record-program,NPfIT Dismantled: UK Government Announces End of its £12.7 Billion National Electronic Health Record Program,,,"project termination/cancellation, health","UK,Project Failure,Government,National,Health and Human Services,,£,project termination/cancellation, health,,,Impact - Raw,Impact - Qty,Impact - Currency"
2012-05-01T07:00:00Z,Victoria Australia Terminates Troubled HealthSmart Electronic Health Record System,AU$566 Million spent with little to show for it; original cost was AU$323 Million in 2007,,,,,,,5.66E+08,$,AUD,Australia,Project Failure,Government,State/Local,Health and Human Services,,http://spectrum.ieee.org/riskfactor/computing/it/troubled-healthsmart-system-finally-cancelled-in-victoria-australia-,Troubled HealthSMART System Finally Cancelled in Victoria Australia,,,"project termination/cancellation, health","Australia,Project Failure,Government,State/Local,Health and Human Services,,$,project termination/cancellation, health,,,Impact - Raw,Impact - Qty,Impact - Currency"
2013-02-01T07:00:00Z,DOD Cancels Interoperable Electronic Health Record System Project,$1.3 billion spent,,,,,,,1300000000,$,USD,US,Project Failure,Government,National,Defense and Veterans Affairs,,http://www.defense.gov/transcripts/transcript.aspx?transcriptid=5187; http://www.ihealthbeat.org/articles/2013/8/29/va-pentagon-spent-at-least-13b-on-canceled-joint-ehr-system?view=print,"Remarks by Secretary Panetta and Secretary Shinseki from the Department of Veterans Affairs || VA, Pentagon Spent at Least $1.3B on Canceled Joint EHR System",,,"project termination/cancellation, health","US,Project Failure,Government,National,Defense and Veterans Affairs,,$,project termination/cancellation, health,,,Impact - Raw,Impact - Qty,Impact - Currency"
2014-01-01T07:00:00Z,Federal Government Fires Health Exchange Contractor,CGI contract not renewed - Over $80 Million paid to it,,,,,,,8.00E+07,$,USD,US,Operational Failure,Government,National,Health and Human Services,,http://www.washingtonpost.com/politics/obama-administration-to-end-contract-with-cgi-federal-company-behind-healthcaregov/2014/01/10/001eb05a-719e-11e3-8b3f-b1666705ca3b_story.html,"Obama administration to end contract with CGI Federal, company behind HealthCare.gov",,,health,"US,Operational Failure,Government,National,Health and Human Services,,$,health,,,Impact - Raw,Impact - Qty,Impact - Currency"
2014-02-01T07:00:00Z,Oregon Health Insurance Exchange Still Inoperable,"$220 Million spent, no one signed up yet",,,,,,,2.20E+08,$,USD,US,Operational Failure,Government,State/Local,Health and Human Services,,http://spectrum.ieee.org/riskfactor/computing/it/uncover-oregon-states-healthcare-exchange-website-still-inoperable-four-months-after-planned-launch,(Un)Cover Oregon: State’s Healthcare Exchange Website Still Inoperable Four Months After Planned Launch,,,health,"US,Operational Failure,Government,State/Local,Health and Human Services,,$,health,,,Impact - Raw,Impact - Qty,Impact - Currency"
2014-02-01T07:00:00Z,Maryland Terminates $193 Million Health Insurance Exchange Project,"State spent  $130 Million total on exchange, $90 Million on technology",,,,,,,1.30E+08,$,USD,US,Project Failure,Government,State/Local,Health and Human Services,,http://articles.baltimoresun.com/2014-02-24/news/bal-state-fires-health-exchange-contractor-20140224_1_noridian-optum-qssi-isabel-fitzgerald,State terminates contract with health exchange firm,,,"project termination/cancellation, health","US,Project Failure,Government,State/Local,Health and Human Services,,$,project termination/cancellation, health,,,Impact - Raw,Impact - Qty,Impact - Currency"
2014-03-01T07:00:00Z,Massachusetts Calls Quit on $89 Million Health Insurance Exchange,"State admits it can't get exchange to work properly. The $89 million contract with CGI was canceled with state agreeing to pay $52 million to the company. However, by the end of 2014, the Massachusetts exchange which was originally estimated to cost $174 million to develop, was rescoped and a new cost of $254 million estimated. This was not enough, and another $20 million is needed to get it ""finally"" fixed.""",,,,,,,52000000,$,USD,US,Project Failure,Government,State/Local,Health and Human Services,,http://www.masslive.com/politics/index.ssf/2014/03/massachusetts_to_fire_technolo.html; https://www.bostonglobe.com/lifestyle/health-wellness/2014/06/20/state-reaches-settlement-with-cgi-builder-botched-health-insurance-website/IIW25yQ7QqRek8d9nV3Z4J/story.html; https://pgcompliancecoach.wordpress.com/2014/11/18/massachusetts-new-254-million-health-exchange-website-is-working/; https://www.bostonglobe.com/metro/2015/02/28/health-connector-website-needs-million-upgrades-this-year-director-says/0dg9tvF666ig3Tzsq402HL/story.html,"Massachusetts to sever relationship with Health Insurance Exchange technology vendor CGI || State reaches settlement with CGI, builder of botched health insurance website || Massachusetts: New $254 Million Health Exchange Website is working || Health Connector’s website needs $20 million in upgrades this year, director says",,,"project termination/cancellation, health","US,Project Failure,Government,State/Local,Health and Human Services,,$,project termination/cancellation, health,,,Impact - Raw,Impact - Qty,Impact - Currency"
2014-05-01T07:00:00Z,Massachusetts Pays Health Exchange Contractor a Total of $52 Million to Go Away,CGI paid $35 Million termination money on top of previous $17 Million paid,,,,,,,52000000,$,USD,US,Project Failure,Government,State/Local,Health and Human Services,,http://www.masslive.com/politics/index.ssf/2014/06/massachusetts_health_connector_3.html,Massachusetts Health Connector to pay $35 million to sever ties with technology vendor CGI over failed website,,,health,"US,Project Failure,Government,State/Local,Health and Human Services,,$,health,,,Impact - Raw,Impact - Qty,Impact - Currency"
2014-08-01T07:00:00Z,Oracle Sues Oregon for $23 Million Over Health Insurance Exchange,Oracle says state owes it money for working health exchange,,,,,,,2.48E+08,$,USD,US,Project Failure,Government,State/Local,Health and Human Services,,http://www.latimes.com/nation/nationnow/la-na-nn-oracle-oregon-lawsuit-20140809-story.html#page=1,Oracle sues Oregon over botched Obamacare exchange,,,health,"US,Project Failure,Government,State/Local,Health and Human Services,,$,health,,,Impact - Raw,Impact - Qty,Impact - Currency"
2014-08-01T07:00:00Z,Oregon Sues Oracle for $200 Million over Botched Health Insurance Exchange,Charges Oracle with Racketeering,,,,,,,2.48E+08,$,USD,US,Project Failure,Government,State/Local,Health and Human Services,,http://fortune.com/2014/08/22/oregon-oracle-spat-200-million-lawsuit/,Oregon sues Oracle for failed Obamacare website,,,health,"US,Project Failure,Government,State/Local,Health and Human Services,,$,health,,,Impact - Raw,Impact - Qty,Impact - Currency"
2015-01-01T07:00:00Z,Tennessee Cancels $37.5 Million TennCare Medicaid System,$37.5 million,,,,,,,37500000,$,USD,US,Project Failure,Government,State/Local,Health and Human Services,,http://www.timesfreepress.com/news/local/story/2015/jan/13/state-officials-decide-cut-ties-tenncare-comp/282369/,State officials decide to cut ties with TennCare computer vendor,,,"project termination/cancellation, health","US,Project Failure,Government,State/Local,Health and Human Services,,$,project termination/cancellation, health,,,Impact - Raw,Impact - Qty,Impact - Currency"
2005-10-01T07:00:00Z,Sainsbury Terminates £2.1 Billion Ten Year IT Outsourcing Contract After Four Years,£100 Million Write-off for Sainsbury,,,,,,,1.00E+08,£,GBP,UK,Project Failure,Commercial,,,Retail,http://www.computerweekly.com/news/2240075714/Sainsburys-drops-its-21bn-outsourcing-contract-after-fundamental-overhaul-of-IT,Sainsbury's drops its £2.1bn outsourcing contract after fundamental overhaul of IT,,,contract termination/cancellation,"UK,Project Failure,Commercial,,,Retail,£,contract termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2008-04-01T07:00:00Z,US Census Reverts to Paper Forms for 2010 Census Due To Handheld Computer Problems,"$595 Million for scrapped computer contract, and another $2.5 Billion to go back to paper forms",,,,,,,595000000,$,USD,US,Project Failure,Government,National,Commerce and Communications,,http://spectrum.ieee.org/riskfactor/computing/it/census_going_back_to_paper_due,"Census: Going Back to Paper Due to ""Lack of Communication""",,,contract termination/cancellation,"US,Project Failure,Government,National,Commerce and Communications,,$,contract termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2009-01-01T07:00:00Z,Miami-Dade School Board Terminates $85.4 Million Payroll System Contract,District fires Deloitte after spending $58.9 Million ($32 Million on software),,,,,,,58900000,$,USD,US,Project Failure,Government,State/Local,Education,,http://www.eschoolnews.com/2009/01/15/miami-dade-school-board-fires-software-consulting-company/; https://www.bostonglobe.com/business/2013/10/06/deloitte-projects-plagued-with-troubles-around-country/gbNRcQg6yKHDS4yGVxh1RM/story.html; http://files.eric.ed.gov/fulltext/ED536523.pdf,Miami-Dade School Board fires software consulting company || Deloitte IT projects plagued with troubles around the country || PDF File,,,"contract termination/cancellation, payroll","US,Project Failure,Government,State/Local,Education,,$,contract termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2009-10-01T07:00:00Z,"Indiana Cancels $1.3 Billion Welfare Contract with IBM, Lawsuit Looms","Governor says IBM did not improve its performance. IBM paid $441 million at time of cancellation. State sued IBM and lost in 2012, and the state was ordered to pay IBM another $62 million. On appeal, state won  a reversal in 2014. IBM and state in mediation.",,,,,,,441000000,$,USD,US,Project Failure,Government,State/Local,Health and Human Services,,http://spectrum.ieee.org/riskfactor/computing/it/indiana-follows-through-with-threat-cancels-13-billion-outsourcing-contract; http://www.govtech.com/health/Nobody-Wins-in-Indiana-vs-IBM-Lawsuit-Judge-Says.html; http://www.ibj.com/articles/46136-appeals-court-ibm-breached-contract-with-state,"Indiana Follows Through with Threat: Cancels $1.3 billion Outsourcing Contract || Nobody Wins in Indiana vs. IBM Lawsuit, Judge Says || IBM breached contract with state",,,contract termination/cancellation,"US,Project Failure,Government,State/Local,Health and Human Services,,$,contract termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2011-01-01T07:00:00Z,SBINet Contract Terminated after $1 Billion Spent,Can't be made to work,,,,,,,1000000000,$,USD,US,Project Failure,Government,National,Customs,,http://spectrum.ieee.org/riskfactor/computing/it/sbinet-officially-bites-the-dust,SBInet Officially Bites the Dust,,,"airport/port/customs systems, contract termination/cancellation","US,Project Failure,Government,National,Customs,,$,airport/port/customs systems, contract termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2011-03-01T07:00:00Z,US DoD Cancels Joint Tactical Radio System (JTRS) GMR development contract,DoD started program in 2007 and invested $6 Billion - decided not to spend another $15 Billion for software defined radios that didn't work,,,,,,,6000000000,$,USD,US,Project Failure,Government,National,Defense and Veterans Affairs,,http://www.publicintegrity.org/2012/01/10/7816/failure-communicate-inside-armys-doomed-quest-perfect-radio,Failure to communicate: Inside the army's doomed quest for the 'perfect' radio,,,contract termination/cancellation,"US,Project Failure,Government,National,Defense and Veterans Affairs,,$,contract termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2013-08-01T07:00:00Z,Pennsylvania Won't Renew Contract with IBM Over Botched Unemployment System,"Original cost was $106.9 Million, current cost is $166 Million, 4 years late and without critical functionality",,,,,,,1.66E+08,$,USD,US,Project Failure,Government,State/Local,Labor,,http://spectrum.ieee.org/riskfactor/computing/it/pennsylvania-wont-renew-ibms-contract-for-botched-project,Pennsylvania Won’t Renew IBM's Contract for Botched Project,,,contract termination/cancellation,"US,Project Failure,Government,State/Local,Labor,,$,contract termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2014-03-01T07:00:00Z,Oregon Terminates Health Insurance Exchange Contract,Over $248 Million spent without anything to show for it,,,,,,,248000000,$,USD,US,Project Failure,Government,State/Local,Health and Human Services,,http://spectrum.ieee.org/riskfactor/computing/it/oracle-assails-states-false-narrative-of-blame-over-cover-oregon-debacle,Oracle Assails State’s “False Narrative” Explaining Cover Oregon Debacle,,,"contract termination/cancellation, health","US,Project Failure,Government,State/Local,Health and Human Services,,$,contract termination/cancellation, health,,,Impact - Raw,Impact - Qty,Impact - Currency"
2014-12-01T07:00:00Z,New Jersey Cancels $118 Million Social Welfare Computer System Contract with HP,"Original cost was $83 Million in 2007 for a six year project, government and contractor mismanagement cited",,,,,,,8.30E+07,$,USD,US,Project Failure,Government,State/Local,Health and Human Services,,http://spectrum.ieee.org/riskfactor/computing/it/new-jersey-finally-cancels-118-million-social-welfare-computer-system,New Jersey Finally Cancels $118 Million Social Welfare Computer System,,,contract termination/cancellation,"US,Project Failure,Government,State/Local,Health and Human Services,,$,contract termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2007-11-01T07:00:00Z,UK Government Mislays Half the Country's Personal Details,Two discs containing information on 25 Million Britons lost in mail,,,,,,25000000,,,,UK,Operational Failure,Government,National,Law Enforcement,,http://spectrum.ieee.org/riskfactor/computing/it/uk_government_mislays_25_milli,UK Government Mislays Half the Country's Personal Details,,,misc,"UK,Operational Failure,Government,National,Law Enforcement,,,,,,Impact - Raw,Impact - customers affected"
2010-11-01T07:00:00Z,Target Blames Computer Glitch for Short-changing Customers' Coupons,Unknown how much involved,,,3,months,2160,,,,,US,Operational Failure,Commercial,,,Retail,http://spectrum.ieee.org/riskfactor/computing/it/target-blames-computer-for-shortchanging-customers,Target Blames Computer For Short-Changing Customers,,,misc,"US,Operational Failure,Commercial,,,Retail,,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2012-07-01T07:00:00Z,FBI Sentinel System Finally Goes Live,"Final cost said to be $451 Million, $26 Million over previous estimate",,,,,,,451000000,$,USD,US,Operational Failure,Government,National,Law Enforcement,,http://www.bloomberg.com/news/2012-07-31/fbi-computer-system-operational-after-delays-and-cost-overruns.html,"FBI Computer System Operational After Delays, Cost Overruns",FBI VCF/Sentinel,,misc,"US,Operational Failure,Government,National,Law Enforcement,,$,,,FBI VCF/Sentinel,Impact - Raw,Impact - Qty,Impact - Currency"
2012-12-01T07:00:00Z,Vermont and HP Settle Over Failed Dept. of Motor Vehicle Project,"Project cost was $18 Million; HP refunds state $8.4 Million, making state's cost $9.6 Million",,,,,,,18000000,$,USD,US,Project Failure,Government,State/Local,Transportation,,http://vtdigger.org/2012/12/05/state-wins-8-37-million-back-from-hp-for-failed-dmv-system/,State wins $8.37 million back from HP for failed DMV system,,,misc,"US,Project Failure,Government,State/Local,Transportation,,$,,,,Impact - Raw,Impact - Qty,Impact - Currency"
2013-01-01T07:00:00Z,Navy Minesweeper Runs Aground in Protected Philippine Waters Following Incorrect Digital Chart,"Digital navigation map was off by 8 miles, ship later dismantled. Cost was over $44 million not counting the loss of the $277 million ship.",,,,,,,3.21E+08,$,USD,Philippines,Operational Failure,Government,National,Defense and Veterans Affairs,,http://spectrum.ieee.org/riskfactor/computing/it/it-hiccups-of-the-week-digital-navigation-error-leads-to-dismantling-of-us-navy-ship; http://www.navytimes.com/article/20130620/NEWS/306200040,IT Hiccups of the Week: Digital Navigation Error Leads to Dismantling of U.S. Navy Ship || ,,,misc,"Philippines,Operational Failure,Government,National,Defense and Veterans Affairs,,$,,,,Impact - Raw,Impact - Qty,Impact - Currency"
2015-03-01T07:00:00Z,Idaho Spent $61 million on failed school Management System,"Idaho spent $40 million of its own money, and $21 million from an ediucational foundation, to develop a state-wide instructional management system that doesn't work.",,,,,,,6.10E+07,$,USD,US,Project Failure,Government,State/Local,Education,,http://www.spokesman.com/stories/2015/mar/25/idaho-spent-61-million-on-failed-school/,Idaho spent $61 million on failed school management system,,,misc,"US,Project Failure,Government,State/Local,Education,,$,,,,Impact - Raw,Impact - Qty,Impact - Currency"
2012-07-01T07:00:00Z,"Judge Rules For IBM Against Indiana Lawsuit, But Victory is Hollow","Indiana ordered to pay IBM $12 Million for equipment, not $100 Million IBM claimed it was owed.",,,,,,,1.20E+07,$,USD,US,Project Failure,Government,State/Local,Health and Human Services,,http://www.cio.com/article/2393757/legal/ibm-beats-indiana-in-outsourcing-case-no-one--deserves-to-win-.html,IBM Beats Indiana in Outsourcing Case No One 'Deserves to Win',,,misc,"US,Project Failure,Government,State/Local,Health and Human Services,,$,,,,Impact - Raw,Impact - Qty,Impact - Currency"
2008-05-01T07:00:00Z,Centrica Sues for £182 Million over Botched Customer Billing System,Centrica  wrote off  £200 Million over botched system,,,,,,,200000000,£,GBP,UK,Project Failure,Commercial,,,Energy and Utilities,http://spectrum.ieee.org/riskfactor/computing/it/lawyer_asteroid_hits_project_j,Lawsuit Comet Hits Project Jupiter,,,billing,"UK,Project Failure,Commercial,,,Energy and Utilities,£,,,,Impact - Raw,Impact - Qty,Impact - Currency"
2010-08-01T07:00:00Z,"80,000 State Farm Insurance Customers Double Billed",Automated billing system goes haywire,,,,,,80000,,,,US,Operational Failure,Commercial,,,Retail,http://spectrum.ieee.org/riskfactor/computing/it/thousands-of-state-farm-and-aafes-customers-erroneously-billed,Thousands of State Farm and AAFES Customers Erroneously Billed,,,billing,"US,Operational Failure,Commercial,,,Retail,,,,,Impact - Raw,Impact - customers affected"
2011-08-01T07:00:00Z,New Ohio Medicaid IT System Doesn't Pay State Health Providers for Over 5 Weeks,MITS system has billing and data corruption problems,,,5,weeks,840,,,,,US,Operational Failure,Government,State/Local,Health and Human Services,,http://www.utilityweek.co.uk/news/centrica-and-accenture-settle-project-jupiter-dispute/810832#.VKvAi3szZo8,Centrica and Accenture settle Project Jupiter dispute,,,"health, billing","US,Operational Failure,Government,State/Local,Health and Human Services,,,health,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2011-08-01T07:00:00Z,"Texas Utility Computer Upgrade affects 300,000 Customers' Bills",Oncor Electric Delivery metering software glitches,,,10,days,240,3.00E+05,,,,US,Operational Failure,Commercial,,,Energy and Utilities,http://spectrum.ieee.org/riskfactor/computing/it/electric-billing-issues-for-300000-texas-residents-after-software-upgrade-glitch,"Electricity Billing Issues for 300,000 Texas Residents After Software Upgrade Glitch",,,billing,"US,Operational Failure,Commercial,,,Energy and Utilities,,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected"
2012-06-01T07:00:00Z,New Philadelphia Water Billing System Still Defective,"City has spent $49 Million on 5 IT billing systems in all, and still can't get its water billing system to work right",,,,,,,49000000,$,USD,US,Operational Failure,Government,State/Local,Finance and Treasury,,http://www.philadelphiacontroller.org/page.asp?id=794,"Office of the Controller, City of Philadelphia, Controller Alan Butkovitz",,,billing,"US,Operational Failure,Government,State/Local,Finance and Treasury,,$,,,,Impact - Raw,Impact - Qty,Impact - Currency"
2013-03-01T07:00:00Z,Billing Problem Affect 145 000 Customers of EnergyAustralia,New IBM billing system causes problems,,,,,,145000,,,,Australia,Operational Failure,Commercial,,,Energy and Utilities,http://spectrum.ieee.org/riskfactor/computing/it/it-hiccups-of-the-week-hundreds-of-thousands-hit-by-us-tax-filing-glitches,IT Hiccups of the Week: Hundreds of Thousands Hit By U.S. Tax Filing Glitches,,,billing,"Australia,Operational Failure,Commercial,,,Energy and Utilities,,,,,Impact - Raw,Impact - customers affected"
